account_id,customer_id,branch_id,country,currency,account_type,account_status,iban,opening_balance,current_balance,interest_rate,overdraft_limit,opened_date
ACC00000199,CUS00000140,BR000045,Canada,Canada,Current,Closed,CA99NGB4914317567151561,25087,38107.69,0.47,8529,2025-02-14
ACC00000200,CUS00000141,BR000034,United Arab Emirates,United Arab Emirates,Current,Dormant,UN99NGB3795456937745222,48389,74060.41,0.19,1064,2021-02-15
ACC00000201,CUS00000142,BR000044,Switzerland,Switzerland,Current,Active,SW99NGB1152628194694156,1401,2740.32,0.16,4925,2022-08-13
ACC00000202,CUS00000142,BR000044,Switzerland,Switzerland,Savings,Active,SW99NGB3163971673774880,7072,4337.33,4.61,0,2018-01-16
ACC00000203,CUS00000143,BR000017,Australia,Australia,Business,Active,AU99NGB4098771598231889,278788,242986.6,0.78,24119,2019-03-16
ACC00000204,CUS00000144,BR000050,Canada,Canada,Savings,Active,CA99NGB9725628652330685,4761,6857.1,4.28,0,2024-05-30
ACC00000205,CUS00000145,BR000015,Canada,Canada,Savings,Active,CA99NGB5414470748497092,2046,3036.43,2.2,0,2024-11-13
ACC00000206,CUS00000146,BR000033,Australia,Australia,Savings,Active,AU99NGB6169641587468876,19144,12097.06,4.73,0,2017-09-09
ACC00000207,CUS00000147,BR000006,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB9890560304431645,13539,6026.29,3.71,0,2017-01-22
ACC00000208,CUS00000148,BR000041,United Arab Emirates,United Arab Emirates,Current,Closed,UN99NGB1162531940638370,1890,1121.42,0.04,4050,2022-05-19
ACC00000209,CUS00000149,BR000044,Switzerland,Switzerland,Savings,Active,SW99NGB9060177291534371,10310,10877.6,4.53,0,2017-04-21
ACC00000210,CUS00000150,BR000050,Canada,Canada,Savings,Active,CA99NGB4347197363321694,2427,983.83,3.75,0,2022-08-26
ACC00000211,CUS00000151,BR000025,Switzerland,Switzerland,Savings,Active,SW99NGB4891545163525752,1449,1515.45,2.54,0,2018-10-28
ACC00000212,CUS00000152,BR000002,Germany,Germany,Business,Active,GE99NGB8387338115991866,375026,817397.79,1.34,83613,2016-10-03
ACC00000213,CUS00000152,BR000002,Germany,Germany,Business,Active,GE99NGB4709173548532065,29143,56988.43,0.95,88110,2018-10-26
ACC00000214,CUS00000153,BR000039,France,France,Current,Active,FR99NGB7595246854419923,22657,22223.49,0.49,2093,2021-08-23
ACC00000215,CUS00000154,BR000043,France,France,Current,Active,FR99NGB9587558067268112,3070,5888.59,0.45,7880,2022-05-07
ACC00000216,CUS00000155,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3111697986803619,19038,14635.14,2.6,0,2022-03-24
ACC00000217,CUS00000155,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB4968646408019495,19477,10370.89,3.19,0,2021-01-20
ACC00000218,CUS00000156,BR000011,Canada,Canada,Savings,Active,CA99NGB7092932227503411,12305,8358.94,4.95,0,2022-09-13
ACC00000219,CUS00000157,BR000044,Switzerland,Switzerland,Business,Active,SW99NGB6313480755750685,298209,589135.16,0.56,34790,2018-12-23
ACC00000220,CUS00000158,BR000014,Switzerland,Switzerland,Business,Active,SW99NGB8095208284093199,289891,469163.85,1.3,28733,2024-08-05
ACC00000221,CUS00000159,BR000016,France,France,Savings,Active,FR99NGB5902893977549420,16361,21679.29,2.6,0,2018-04-27
ACC00000222,CUS00000160,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB4316642687681729,7523,9132.56,2.62,0,2020-10-19
ACC00000223,CUS00000161,BR000004,United States,United States,Current,Active,UN99NGB1554393055309597,27837,39538.8,0.34,9009,2017-06-17
ACC00000224,CUS00000161,BR000004,United States,United States,Savings,Active,UN99NGB9782509141643847,17555,21518.17,3.65,0,2021-04-19
ACC00000225,CUS00000161,BR000004,United States,United States,Savings,Dormant,UN99NGB3877078393742222,19915,20479.29,3.96,0,2025-01-31
ACC00000226,CUS00000162,BR000038,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB8914093546062013,3808,3187.13,4.53,0,2020-12-27
ACC00000227,CUS00000163,BR000007,Australia,Australia,Savings,Active,AU99NGB7518815931344230,9548,12665.13,3.07,0,2025-09-26
ACC00000228,CUS00000164,BR000022,United Arab Emirates,United Arab Emirates,Business,Dormant,UN99NGB8878473295465635,90864,147893.29,1.5,76366,2019-05-23
ACC00000229,CUS00000164,BR000022,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB6153787666808023,19639,31836.63,0.08,5854,2018-03-11
ACC00000230,CUS00000165,BR000037,United Kingdom,United Kingdom,Savings,Active,UN99NGB6973235024138806,12333,14509.21,2.81,0,2023-09-03
ACC00000231,CUS00000166,BR000009,Singapore,Singapore,Current,Active,SI99NGB1527429888177209,49073,105973.5,0.27,1503,2024-09-16
ACC00000232,CUS00000166,BR000009,Singapore,Singapore,Savings,Active,SI99NGB8262589965461612,4733,2925.39,2.44,0,2022-12-02
ACC00000233,CUS00000166,BR000009,Singapore,Singapore,Savings,Active,SI99NGB2419083970203500,4126,2365.14,4.55,0,2020-07-03
ACC00000234,CUS00000167,BR000048,Germany,Germany,Current,Dormant,GE99NGB8326172296555783,40250,45530.86,0.17,2720,2024-10-17
ACC00000235,CUS00000168,BR000006,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB7329312558441399,14030,30770.92,3.69,0,2019-10-22
ACC00000236,CUS00000169,BR000042,Japan,Japan,Savings,Active,JA99NGB1206547966543631,3023,1558.98,4.13,0,2023-12-28
ACC00000237,CUS00000169,BR000042,Japan,Japan,Savings,Closed,JA99NGB9889635802074181,15401,22230.83,3.14,0,2022-09-23
ACC00000238,CUS00000170,BR000044,Switzerland,Switzerland,Savings,Active,SW99NGB9867277742922736,8552,6295.71,3.65,0,2023-06-24
ACC00000239,CUS00000171,BR000025,Switzerland,Switzerland,Savings,Active,SW99NGB2578203642354106,3758,3488.09,2.92,0,2017-11-29
ACC00000240,CUS00000172,BR000039,France,France,Savings,Active,FR99NGB2798865367680841,16447,14389.65,3.81,0,2025-09-11
ACC00000241,CUS00000172,BR000039,France,France,Savings,Active,FR99NGB1066728189083033,19223,34633.32,2.04,0,2026-02-20
ACC00000242,CUS00000173,BR000037,United Kingdom,United Kingdom,Business,Active,UN99NGB3084564711000523,402419,863679.07,0.74,94027,2021-05-23
ACC00000243,CUS00000174,BR000042,Japan,Japan,Savings,Active,JA99NGB2666556791545247,15101,19409.4,2.26,0,2017-11-22
ACC00000244,CUS00000175,BR000028,United Arab Emirates,United Arab Emirates,Business,Active,UN99NGB9624186596947741,84127,178026.62,1.75,58848,2018-08-08
ACC00000245,CUS00000176,BR000042,Japan,Japan,Current,Active,JA99NGB1820335902328587,38523,50699.44,0.42,1877,2018-02-12
ACC00000246,CUS00000176,BR000042,Japan,Japan,Savings,Active,JA99NGB4820633782323226,19929,20788.33,4.92,0,2026-06-04
ACC00000247,CUS00000177,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2274975238769611,5105,3307.58,3.45,0,2024-04-06
ACC00000248,CUS00000178,BR000028,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2395361392394116,6122,8691.67,2.18,0,2025-09-17
ACC00000249,CUS00000179,BR000040,United Kingdom,United Kingdom,Savings,Active,UN99NGB6835398779342513,15539,33877.71,3.15,0,2018-07-04
ACC00000250,CUS00000180,BR000020,Switzerland,Switzerland,Savings,Active,SW99NGB2001727048675380,1573,1513.64,3.01,0,2023-05-07
ACC00000251,CUS00000181,BR000009,Singapore,Singapore,Savings,Active,SI99NGB4358581625660623,10035,10569.02,4.29,0,2020-12-25
ACC00000252,CUS00000181,BR000009,Singapore,Singapore,Savings,Active,SI99NGB1141077733970249,7665,3900.2,2.42,0,2022-10-06
ACC00000253,CUS00000181,BR000009,Singapore,Singapore,Savings,Active,SI99NGB2665555278054412,4206,3279.34,2.85,0,2016-09-02
ACC00000254,CUS00000182,BR000019,France,France,Savings,Active,FR99NGB4344456022716299,16167,21080.33,4.62,0,2019-02-20
ACC00000255,CUS00000183,BR000049,Singapore,Singapore,Business,Active,SI99NGB2142889339726861,92400,159868.03,1.84,72161,2017-09-22
ACC00000256,CUS00000184,BR000016,France,France,Current,Active,FR99NGB9702126593967523,37920,47001.19,0.31,8250,2021-10-07
ACC00000257,CUS00000185,BR000015,Canada,Canada,Savings,Active,CA99NGB3753682976236010,6523,6736.74,4.02,0,2018-12-13
ACC00000258,CUS00000186,BR000041,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB6607554906167683,1005,1946.97,4.07,0,2021-01-02
ACC00000259,CUS00000187,BR000028,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB1236792310343570,15154,25334.22,2.57,0,2018-08-09
ACC00000260,CUS00000188,BR000048,Germany,Germany,Savings,Active,GE99NGB9546111572498119,3972,5992.64,2.85,0,2017-08-27
ACC00000261,CUS00000188,BR000048,Germany,Germany,Current,Active,GE99NGB8100026944137409,42615,31161.17,0.02,1582,2024-06-09
ACC00000262,CUS00000189,BR000029,Australia,Australia,Current,Dormant,AU99NGB3012208176826646,1538,2642.28,0.07,6551,2021-12-20
ACC00000263,CUS00000189,BR000029,Australia,Australia,Savings,Active,AU99NGB2911287214241420,5031,3916.19,3.66,0,2021-05-02
ACC00000264,CUS00000190,BR000033,Australia,Australia,Current,Active,AU99NGB9207503434285460,5874,6910.67,0.2,8227,2019-03-19
ACC00000265,CUS00000191,BR000003,United Arab Emirates,United Arab Emirates,Savings,Closed,UN99NGB7463413850833257,1799,2298.99,2.34,0,2019-08-01
ACC00000266,CUS00000191,BR000003,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB5086145567813406,2726,4975.64,2.35,0,2023-10-12
ACC00000267,CUS00000192,BR000044,Switzerland,Switzerland,Savings,Active,SW99NGB5645736941546899,6963,8985.71,2.97,0,2019-05-14
ACC00000268,CUS00000193,BR000036,Singapore,Singapore,Savings,Active,SI99NGB3723214739160711,10377,6583.27,3.21,0,2021-10-29
ACC00000269,CUS00000194,BR000027,France,France,Savings,Active,FR99NGB1623201670119084,9858,16564.1,4.22,0,2022-02-26
ACC00000270,CUS00000195,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB4215350055788294,18569,24034.92,4.59,0,2019-03-20
ACC00000271,CUS00000195,BR000021,United Kingdom,United Kingdom,Savings,Dormant,UN99NGB5483060428082951,15557,23782.45,2.2,0,2017-07-27
ACC00000272,CUS00000196,BR000006,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB7970367967779191,9645,4710.11,2.47,0,2025-04-22
ACC00000273,CUS00000197,BR000014,Switzerland,Switzerland,Savings,Active,SW99NGB4657045273452925,9549,9093.62,2.69,0,2022-05-21
ACC00000274,CUS00000198,BR000019,France,France,Business,Active,FR99NGB5720003867703072,170256,162969.89,1.63,70101,2023-07-28
ACC00000275,CUS00000199,BR000017,Australia,Australia,Savings,Active,AU99NGB8418590906853701,6031,10443.81,4.15,0,2023-12-22
ACC00000276,CUS00000200,BR000007,Australia,Australia,Savings,Active,AU99NGB2129746910171656,14184,16860.21,3.55,0,2024-07-30
ACC00000277,CUS00000201,BR000004,United States,United States,Savings,Active,UN99NGB8234467951026023,8441,13134.14,3.92,0,2017-11-01
ACC00000278,CUS00000202,BR000015,Canada,Canada,Savings,Active,CA99NGB8125952956988535,14111,18230.2,4.56,0,2018-05-23
ACC00000279,CUS00000202,BR000015,Canada,Canada,Savings,Active,CA99NGB1269293621201791,12031,12251.61,3.31,0,2023-08-29
ACC00000280,CUS00000203,BR000024,Australia,Australia,Savings,Active,AU99NGB6682754159765143,2499,3141.58,3.33,0,2021-03-31
ACC00000281,CUS00000203,BR000024,Australia,Australia,Savings,Active,AU99NGB2763966626079300,11555,24770.21,2.08,0,2023-11-02
ACC00000282,CUS00000204,BR000012,United States,United States,Business,Active,UN99NGB6749424076811573,74698,50229.51,0.76,56064,2016-09-18
ACC00000283,CUS00000205,BR000038,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB4296878601038895,12210,13277.34,4.07,0,2020-08-28
ACC00000284,CUS00000206,BR000017,Australia,Australia,Savings,Active,AU99NGB6716456682121017,5827,5755.49,4.51,0,2018-03-19
ACC00000285,CUS00000207,BR000002,Germany,Germany,Savings,Active,GE99NGB8918844918198959,5612,11569.6,3.21,0,2021-06-01
ACC00000286,CUS00000208,BR000045,Canada,Canada,Savings,Active,CA99NGB2664858274614643,10586,7177.49,4.23,0,2023-01-10
ACC00000287,CUS00000208,BR000045,Canada,Canada,Savings,Active,CA99NGB1377967454955067,9517,5054.66,3.26,0,2024-05-22
ACC00000288,CUS00000209,BR000006,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB7522831715878359,5624,9478.28,4.86,0,2025-09-17
ACC00000289,CUS00000210,BR000017,Australia,Australia,Savings,Active,AU99NGB4368079724962822,2043,3107.89,3.35,0,2020-11-22
ACC00000290,CUS00000211,BR000024,Australia,Australia,Savings,Active,AU99NGB8561177055754945,5768,12422.18,4.2,0,2021-02-20
ACC00000291,CUS00000212,BR000007,Australia,Australia,Savings,Active,AU99NGB1375385928599320,6377,3230.44,4.2,0,2018-08-24
ACC00000292,CUS00000212,BR000007,Australia,Australia,Savings,Active,AU99NGB9835472581146128,19122,21012.82,3.89,0,2018-04-10
ACC00000293,CUS00000212,BR000007,Australia,Australia,Savings,Active,AU99NGB4575136005972942,18227,24345.91,2.82,0,2024-03-09
ACC00000294,CUS00000213,BR000025,Switzerland,Switzerland,Business,Active,SW99NGB2536982726125881,57848,33914.56,1.61,14357,2021-12-11
ACC00000295,CUS00000214,BR000048,Germany,Germany,Savings,Active,GE99NGB4710266723998577,16611,18721.27,2.1,0,2021-09-14
ACC00000296,CUS00000215,BR000042,Japan,Japan,Business,Active,JA99NGB4389479107697071,70641,134621.46,0.68,71112,2024-07-14
ACC00000297,CUS00000216,BR000040,United Kingdom,United Kingdom,Current,Active,UN99NGB9550713296891980,38786,43980.99,0.17,7551,2018-07-29
ACC00000298,CUS00000217,BR000042,Japan,Japan,Current,Active,JA99NGB3583280674072143,18726,37786.87,0.09,8614,2018-01-16
ACC00000299,CUS00000218,BR000016,France,France,Current,Active,FR99NGB3286006938046941,3965,8236.04,0.23,3219,2026-06-12
ACC00000300,CUS00000219,BR000047,United Arab Emirates,United Arab Emirates,Business,Active,UN99NGB9398303831282419,476327,475590.12,1.26,35228,2022-11-16
ACC00000301,CUS00000220,BR000037,United Kingdom,United Kingdom,Savings,Active,UN99NGB7223553154223485,13525,6212.86,3.46,0,2026-05-01
ACC00000302,CUS00000221,BR000016,France,France,Current,Active,FR99NGB1516596587305286,35720,43235.22,0.11,8735,2018-03-15
ACC00000303,CUS00000222,BR000016,France,France,Savings,Active,FR99NGB2354622293634658,7270,3340.96,3.05,0,2023-11-22
ACC00000304,CUS00000223,BR000027,France,France,Savings,Active,FR99NGB4021245325604581,12431,25643.81,2.49,0,2017-02-02
ACC00000305,CUS00000223,BR000027,France,France,Savings,Active,FR99NGB6667171732410792,9888,18116.63,4.41,0,2017-05-31
ACC00000306,CUS00000224,BR000045,Canada,Canada,Savings,Active,CA99NGB9343073227647207,13578,18846.25,3.23,0,2017-04-13
ACC00000307,CUS00000225,BR000050,Canada,Canada,Savings,Active,CA99NGB2169104318578596,3935,4378.99,4.23,0,2017-08-20
ACC00000308,CUS00000225,BR000050,Canada,Canada,Savings,Active,CA99NGB2087769755304109,8614,6490.63,3.76,0,2021-04-16
ACC00000309,CUS00000226,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB1313389838769025,12980,7000.36,3.16,0,2020-05-07
ACC00000310,CUS00000226,BR000021,United Kingdom,United Kingdom,Savings,Active,UN99NGB6962730701937672,12953,6879.97,2.45,0,2019-11-16
ACC00000311,CUS00000227,BR000038,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB8171563550993399,12517,10944.46,2.25,0,2025-05-20
ACC00000312,CUS00000227,BR000038,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB5128917050393294,16532,20447.66,2.1,0,2022-01-01
ACC00000313,CUS00000228,BR000006,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3140681142976340,847,652.23,3.24,0,2018-03-07
ACC00000314,CUS00000228,BR000006,United Arab Emirates,United Arab Emirates,Business,Active,UN99NGB3931825299750646,448616,330324.75,1.63,62034,2018-12-05
ACC00000315,CUS00000229,BR000040,United Kingdom,United Kingdom,Current,Active,UN99NGB6270543712673624,1629,1513.98,0.38,6353,2021-01-05
ACC00000316,CUS00000229,BR000040,United Kingdom,United Kingdom,Savings,Active,UN99NGB2676561363856690,13757,13432.43,3.18,0,2019-05-02
ACC00000317,CUS00000229,BR000040,United Kingdom,United Kingdom,Current,Active,UN99NGB4033490341289238,32799,48849.64,0.38,1760,2024-08-26
ACC00000318,CUS00000230,BR000015,Canada,Canada,Savings,Dormant,CA99NGB4651706080588727,6115,9948.04,2.54,0,2021-03-01
ACC00000319,CUS00000231,BR000008,France,France,Business,Active,FR99NGB3222638481042877,419905,278187.31,1.82,89551,2016-11-01
ACC00000320,CUS00000232,BR000005,Germany,Germany,Savings,Dormant,GE99NGB1780371464042810,15018,14937.33,4.58,0,2021-03-02
ACC00000321,CUS00000233,BR000025,Switzerland,Switzerland,Savings,Active,SW99NGB4278983887655393,16378,11321.02,4.01,0,2018-01-17
ACC00000322,CUS00000234,BR000047,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB6271975717577441,35108,75775.31,0.44,7643,2025-12-14
ACC00000323,CUS00000234,BR000047,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB8328634694734293,8197,17990.32,2.85,0,2024-06-05
ACC00000324,CUS00000235,BR000029,Australia,Australia,Savings,Active,AU99NGB6190878724344904,7648,8460.66,3.91,0,2024-07-24
ACC00000325,CUS00000235,BR000029,Australia,Australia,Savings,Active,AU99NGB5882750851669699,13248,15187.06,3.22,0,2023-03-01
ACC00000326,CUS00000236,BR000015,Canada,Canada,Savings,Active,CA99NGB8309940649160922,12598,14497.07,2.72,0,2023-03-03
ACC00000327,CUS00000236,BR000015,Canada,Canada,Savings,Active,CA99NGB1141922101378278,12447,5281.72,2.61,0,2020-05-01
ACC00000328,CUS00000237,BR000044,Switzerland,Switzerland,Current,Active,SW99NGB3385687202846745,41553,28243.54,0.02,4139,2020-08-25
ACC00000329,CUS00000238,BR000037,United Kingdom,United Kingdom,Savings,Active,UN99NGB3050664642967022,15975,14691.11,4.47,0,2020-11-25
ACC00000330,CUS00000239,BR000027,France,France,Savings,Active,FR99NGB6139310080737040,13857,30220.03,4.11,0,2023-07-22
ACC00000331,CUS00000240,BR000007,Australia,Australia,Savings,Active,AU99NGB7853156027333203,14150,24544.15,2.38,0,2017-10-06
ACC00000332,CUS00000241,BR000015,Canada,Canada,Savings,Active,CA99NGB1268226331358567,19312,38042.25,3.53,0,2023-05-05
ACC00000333,CUS00000242,BR000018,United Kingdom,United Kingdom,Savings,Active,UN99NGB5524694839070817,17377,9624.26,4.98,0,2025-08-10
ACC00000334,CUS00000243,BR000011,Canada,Canada,Business,Active,CA99NGB8375629252308309,238338,490095.18,1.5,13336,2022-06-05
ACC00000335,CUS00000244,BR000046,Japan,Japan,Savings,Active,JA99NGB4549164397591286,18892,32171.11,2.79,0,2022-02-12
ACC00000336,CUS00000244,BR000046,Japan,Japan,Current,Active,JA99NGB2672439335790499,29677,19701.54,0.13,5450,2026-02-07
ACC00000337,CUS00000245,BR000026,Australia,Australia,Savings,Active,AU99NGB7402991807013852,4959,5462.22,2.7,0,2021-12-19
ACC00000338,CUS00000246,BR000028,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB3883074733942213,5339,3114.96,2.95,0,2018-08-24
ACC00000339,CUS00000246,BR000028,United Arab Emirates,United Arab Emirates,Savings,Active,UN99NGB2674486947408685,3656,4044.39,4.6,0,2023-10-02
ACC00000340,CUS00000247,BR000050,Canada,Canada,Business,Active,CA99NGB7325854671443427,152960,160712.74,0.63,97176,2023-11-21
ACC00000341,CUS00000248,BR000023,United States,United States,Current,Active,UN99NGB3927251209596465,28661,11681.82,0.2,5352,2023-06-21
ACC00000342,CUS00000248,BR000023,United States,United States,Current,Dormant,UN99NGB4071691677472012,15728,11933.31,0.21,576,2026-04-14
ACC00000343,CUS00000248,BR000023,United States,United States,Current,Active,UN99NGB9167371248832781,22214,42626.47,0.32,7153,2020-03-14
ACC00000344,CUS00000249,BR000046,Japan,Japan,Savings,Active,JA99NGB1034396925719434,3563,4709.09,2.64,0,2020-05-27
ACC00000345,CUS00000249,BR000046,Japan,Japan,Savings,Active,JA99NGB3369694678841795,6834,11797.35,2.36,0,2020-12-22
ACC00000346,CUS00000249,BR000046,Japan,Japan,Business,Dormant,JA99NGB6226865388218653,192813,398653.79,1.79,63843,2017-08-11
ACC00000347,CUS00000250,BR000006,United Arab Emirates,United Arab Emirates,Current,Active,UN99NGB8837296280154175,23296,51121.03,0.39,6696,2024-07-21
ACC00000348,CUS00000251,BR000047,United Arab Emirates,United Arab Emirates,Current,Dormant,UN99NGB4414561693723764,24278,36807.72,0.47,1732,2023-08-27
